token	lang	score
景気循環	ja	0.0
景気対策	ja	1.0
景況	ja	0.0
景仰	ja	1.0
景勝	ja	1.0
景色	ja	1.0
景品	ja	1.0
稽古	ja	0.0
経営危機	ja	-1.0
経営難	ja	-1.0
経営能力	ja	1.0
経営破綻	ja	-1.0
経験	ja	0.0
経験不足	ja	-1.0
経済援助	ja	0.0
経済活性化	ja	1.0
経済活動	ja	0.0
経済活力	ja	1.0
経済危機	ja	-1.0
経済協力	ja	0.0
経済効果	ja	1.0
経済効率	ja	1.0
経済合理性	ja	1.0
経済支援	ja	0.0
経済制裁	ja	-1.0
経済性	ja	1.0
経済成長	ja	1.0
経済政策	ja	1.0
経済的損失	ja	-1.0
経済的利益	ja	1.0
経済的理由	ja	0.0
経済発展	ja	1.0
経済不況	ja	-1.0
経済封鎖	ja	-1.0
経済力	ja	1.0
経常費	ja	0.0
経費	ja	-1.0
継ぎ足し	ja	0.0
継承	ja	0.0
継続性	ja	1.0
継続的改善	ja	1.0
継投	ja	0.0
繋がり	ja	1.0
荊棘	ja	-1.0
計画的	ja	0.0
計画変更	ja	0.0
計算	ja	0.0
計算量	ja	0.0
計算力	ja	1.0
警衛	ja	0.0
警戒	ja	-1.0
警戒心	ja	-1.0
警固	ja	0.0
警護	ja	0.0
警護・警固	ja	0.0
警告	ja	0.0
警告音	ja	-1.0
警察	ja	0.0
警鐘	ja	-1.0
警笛	ja	-1.0
警備	ja	0.0
警備員	ja	0.0
警報	ja	0.0
警防	ja	0.0
軽さ	ja	1.0
軽め	ja	1.0
軽やか	ja	1.0
軽易	ja	1.0
軽快	ja	1.0
軽快さ	ja	1.0
軽軽	ja	1.0
軽減	ja	1.0
軽減措置	ja	0.0
軽傷	ja	-1.0
軽症	ja	-1.0
軽信	ja	-1.0
軽打	ja	0.0
軽度	ja	1.0
軽薄	ja	-1.0
軽犯罪	ja	-1.0
軽便	ja	1.0
軽妙	ja	1.0
軽率	ja	-1.0
軽量	ja	1.0
軽量化	ja	0.0
軽労働	ja	1.0
芸域	ja	1.0
芸術	ja	1.0
芸術家	ja	0.0
芸術性	ja	1.0
芸達者	ja	1.0
芸能	ja	1.0
劇化	ja	0.0
劇痛	ja	-1.0
撃墜	ja	-1.0
激しさ	ja	0.0
激安	ja	1.0
激化	ja	0.0
激化・劇化	ja	0.0
激賞	ja	0.0
激情	ja	1.0
激辛	ja	0.0
激震	ja	-1.0
激甚	ja	1.0
激戦	ja	0.0
激痛	ja	-1.0
激痛・劇痛	ja	-1.0
激怒	ja	-1.0
激闘	ja	1.0
激動	ja	-1.0
激務	ja	-1.0
激励	ja	1.0
隙	ja	-1.0
隙間	ja	0.0
隙間風	ja	-1.0
傑作	ja	1.0
傑人	ja	1.0
傑物	ja	1.0
欠	ja	-1.0
欠課	ja	-1.0
欠格	ja	-1.0
欠陥	ja	-1.0
欠航	ja	-1.0
欠講	ja	-1.0
欠場	ja	-1.0
欠席	ja	-1.0
欠損	ja	-1.0
欠点	ja	-1.0
欠如	ja	-1.0
欠品	ja	-1.0
欠乏	ja	-1.0
欠落	ja	-1.0
欠礼	ja	-1.0
決まり	ja	0.0
決まり事	ja	0.0
決まり手	ja	1.0
決まり文句	ja	0.0
決め手	ja	1.0
決壊	ja	0.0
決勝	ja	0.0
決勝ゴール	ja	1.0
決勝点	ja	1.0
決心	ja	0.0
決戦場	ja	0.0
決断力	ja	1.0
決定	ja	0.0
決定力	ja	1.0
決定力不足	ja	-1.0
決闘	ja	-1.0
潔さ	ja	1.0
潔白	ja	1.0
穴	ja	0.0
結びつき	ja	0.0
結果オーライ	ja	1.0
結界	ja	0.0
結核	ja	-1.0
結核患者	ja	-1.0
結核菌	ja	-1.0
結構	ja	1.0
結構ずくめ	ja	1.0
結婚	ja	1.0
結婚相手	ja	0.0
結婚披露宴	ja	1.0
結石	ja	-1.0
結束	ja	0.0
結滞	ja	0.0
結膜炎	ja	-1.0
血	ja	0.0
血しぶき	ja	-1.0
血だらけ	ja	-1.0
血と汗	ja	0.0
血の気	ja	0.0
血の道	ja	-1.0
血まみれ	ja	-1.0
血液検査	ja	0.0
血液循環	ja	0.0
血気	ja	0.0
血気盛ん	ja	1.0
血行	ja	1.0
血行障害	ja	-1.0
血行不良	ja	-1.0
血祭り	ja	-1.0
血止め	ja	0.0
血戦	ja	0.0
血栓	ja	-1.0
血栓症	ja	-1.0
血糖	ja	-1.0
血糖値	ja	-1.0
血反吐	ja	-1.0
血目	ja	-1.0
血友病	ja	-1.0
血流	ja	0.0
血流量	ja	0.0
血痰	ja	-1.0
月刊	ja	0.0
月経痛	ja	-1.0
月光	ja	0.0
月日	ja	0.0
月報	ja	0.0
月明かり	ja	0.0
月曜病	ja	-1.0
倹約	ja	0.0
倦怠	ja	-1.0
倦怠感	ja	-1.0
健やか	ja	1.0
健康	ja	1.0
健康管理	ja	0.0
健康障害	ja	-1.0
健康長寿	ja	1.0
健康被害	ja	-1.0
健康美	ja	1.0
健康保険	ja	0.0
健康問題	ja	-1.0
健在	ja	1.0
健在ぶり	ja	1.0
健勝	ja	1.0
健全	ja	1.0
健全育成	ja	1.0
健全化	ja	1.0
健全性	ja	1.0
健闘	ja	1.0
健筆	ja	1.0
健忘症	ja	-1.0
剣が峰	ja	0.0
剣客	ja	0.0
剣戟	ja	-1.0
剣豪	ja	1.0
剣士	ja	0.0
剣術	ja	0.0
喧嘩	ja	-1.0
喧騒	ja	0.0
喧騒・喧噪	ja	-1.0
喧噪	ja	-1.0
堅固	ja	1.0
堅持	ja	0.0
堅実	ja	1.0
堅調	ja	1.0
堅牢	ja	1.0
堅牢性	ja	1.0
嫌	ja	-1.0
嫌い	ja	-1.0
嫌がらせ	ja	-1.0
嫌悪	ja	-1.0
嫌悪感	ja	-1.0
嫌煙	ja	-1.0
嫌忌	ja	-1.0
嫌気	ja	-1.0
嫌疑	ja	-1.0
嫌味	ja	-1.0
建設業	ja	0.0
憲章	ja	0.0
懸賞	ja	1.0
懸濁	ja	-1.0
懸念	ja	-1.0
捲土重来	ja	0.0
検閲	ja	0.0
検挙	ja	-1.0
検査	ja	0.0
検索結果	ja	0.0
検証	ja	0.0
検診	ja	0.0
検討	ja	0.0
検問	ja	0.0
権威	ja	1.0
権益	ja	1.0
権限	ja	1.0
権勢	ja	1.0
権利	ja	1.0
権利行使	ja	0.0
権利侵害	ja	-1.0
権力	ja	1.0
権力争い	ja	-1.0
権力闘争	ja	-1.0
牽制	ja	-1.0
牽制球	ja	0.0
献金	ja	0.0
献血	ja	0.0
献身	ja	0.0
研究	ja	0.0
研究開発	ja	0.0
研究者	ja	0.0
研究心	ja	0.0
研究成果	ja	1.0
研究能力	ja	1.0
研究費	ja	1.0
研修	ja	0.0
研修生	ja	0.0
研鑽	ja	0.0
肩こり	ja	-1.0
肩凝り	ja	-1.0
肩透かし	ja	-1.0
肩入れ	ja	0.0
見え見え	ja	-1.0
見せしめ	ja	-1.0
見どころ	ja	1.0
見やすさ	ja	1.0
見易さ	ja	1.0
見応え	ja	1.0
見学者	ja	0.0
見掛け倒し	ja	-1.0
見巧者	ja	1.0
見事	ja	1.0
見識	ja	1.0
見所	ja	1.0
見送り	ja	0.0
見当違い	ja	-1.0
見舞金	ja	0.0
見物	ja	1.0
見返り	ja	1.0
見劣り	ja	-1.0
謙虚	ja	1.0
謙虚さ	ja	1.0
賢さ	ja	1.0
賢愚	ja	0.0
賢者	ja	1.0
賢俊	ja	1.0
賢女	ja	1.0
賢人	ja	1.0
賢哲	ja	1.0
賢明	ja	1.0
鍵穴	ja	0.0
険	ja	-1.0
険しさ	ja	-1.0
験	ja	1.0
元	ja	0.0
元ネタ	ja	0.0
元気	ja	1.0
元気さ	ja	1.0
原因	ja	-1.0
原拠	ja	0.0
原罪	ja	-1.0
原作	ja	0.0
原石	ja	0.0
原虫	ja	0.0
原爆症	ja	-1.0
原爆投下	ja	-1.0
原発	ja	0.0
原油	ja	0.0
厳しさ	ja	-1.0
厳格	ja	-1.0
厳寒	ja	-1.0
厳禁	ja	-1.0
厳刑	ja	-1.0
厳正	ja	0.0
厳選	ja	0.0
厳罰	ja	-1.0
厳罰化	ja	0.0
厳密さ	ja	1.0
幻影	ja	-1.0
幻覚	ja	-1.0
幻想	ja	0.0
幻聴	ja	-1.0
幻滅	ja	-1.0
減塩	ja	0.0
減価	ja	-1.0
減額	ja	0.0
減刑	ja	0.0
減産	ja	0.0
減収	ja	-1.0
減少傾向	ja	0.0
減衰	ja	-1.0
減速	ja	0.0
減退	ja	-1.0
減点	ja	-1.0
減農薬	ja	0.0
減免措置	ja	0.0
減量	ja	0.0
減量化	ja	0.0
源	ja	0.0
源泉	ja	1.0
玄人	ja	1.0
玄米菜食	ja	0.0
現金	ja	1.0
現金収入	ja	1.0
現行制度	ja	0.0
現行犯	ja	-1.0
現実	ja	0.0
現実感	ja	1.0
現実感覚	ja	1.0
現実性	ja	1.0
現実味	ja	1.0
現場検証	ja	0.0
現場主義	ja	0.0
現状	ja	0.0
現状維持	ja	0.0
現世利益	ja	1.0
現代人	ja	0.0
現代病	ja	-1.0
現段階	ja	0.0
現地調査	ja	0.0
現役世代	ja	0.0
言いなり	ja	-1.0
言い過ぎ	ja	-1.0
言い争い	ja	-1.0
言い直し	ja	0.0
言い分	ja	1.0
言い方	ja	0.0
言い訳	ja	-1.0
言い立て	ja	-1.0
言うに及ばず	ja	0.0
言うもおろか	ja	1.0
言わずもがな	ja	1.0
言語感覚	ja	1.0
言語障害	ja	-1.0
言語能力	ja	1.0
言説	ja	0.0
言動	ja	-1.0
言葉とがめ	ja	0.0
言葉足らず	ja	-1.0
言霊	ja	0.0
限り	ja	-1.0
限界	ja	-1.0
限界点	ja	0.0
限度	ja	-1.0
個々人	ja	0.0
個我	ja	0.0
個室	ja	0.0
個人差	ja	0.0
個人指導	ja	0.0
個人情報	ja	0.0
個人的意見	ja	0.0
個人的感想	ja	0.0
個性	ja	1.0
個性化	ja	0.0
個別指導	ja	0.0
古さ	ja	0.0
古つわもの	ja	1.0
古豪	ja	1.0
古今未曾有	ja	0.0
古臭さ	ja	-1.0
古書	ja	0.0
古拙	ja	-1.0
古代遺跡	ja	0.0
古風	ja	0.0
古本	ja	0.0
呼び出し	ja	0.0
呼び声	ja	0.0
呼び鈴	ja	0.0
呼吸	ja	0.0
呼吸音	ja	0.0
呼吸器疾患	ja	-1.0
呼吸器病	ja	-1.0
呼吸停止	ja	-1.0
呼吸不全	ja	-1.0
呼出音	ja	0.0
固まり	ja	0.0
固め打ち	ja	0.0
固持	ja	-1.0
固執	ja	-1.0
固守	ja	0.0
固定観念	ja	-1.0
固定客	ja	0.0
固定資産税	ja	0.0
固有	ja	0.0
姑	ja	0.0
孤軍奮闘	ja	-1.0
孤独	ja	-1.0
孤独感	ja	-1.0
孤立	ja	-1.0
孤立化	ja	-1.0
孤立感	ja	-1.0
戸惑い	ja	-1.0
故意	ja	0.0
故事	ja	0.0
故障	ja	-1.0
故障者	ja	0.0
故人	ja	-1.0
枯れ枝	ja	0.0
枯れ葉	ja	0.0
枯死	ja	-1.0
狐	ja	-1.0
狐疑	ja	-1.0
糊	ja	0.0
糊塗	ja	-1.0
袴	ja	0.0
股	ja	0.0
胡散臭さ	ja	-1.0
虎口	ja	0.0
虎口の難	ja	-1.0
誇り	ja	1.0
誇大妄想	ja	-1.0
誇張	ja	-1.0
雇用	ja	0.0
雇用機会	ja	0.0
雇用契約	ja	0.0
雇用情勢	ja	0.0
雇用状況	ja	0.0
雇用創出	ja	1.0
雇用不安	ja	-1.0
顧客	ja	1.0
顧客満足	ja	1.0
鼓吹	ja	0.0
鼓舞	ja	0.0
五感	ja	0.0
五月病	ja	-1.0
五胡十六国	ja	0.0
五穀豊穣	ja	1.0
五代十国	ja	0.0
五分	ja	0.0
互換性	ja	1.0
午睡	ja	0.0
呉	ja	0.0
娯楽	ja	1.0
娯楽性	ja	1.0
後れ	ja	-1.0
後ろめたさ	ja	-1.0
後ろ押し	ja	0.0
後ろ盾	ja	1.0
後遺症	ja	-1.0
後援	ja	1.0
後押し	ja	1.0
後回し	ja	-1.0
後悔	ja	-1.0
後継者	ja	0.0
後継者不足	ja	-1.0
後見	ja	0.0
後顧	ja	-1.0
後顧の憂い	ja	-1.0
後攻	ja	0.0
後攻め	ja	0.0
後座	ja	0.0
後手	ja	-1.0
後進	ja	0.0
後退	ja	-1.0
後知恵	ja	-1.0
後天性	ja	0.0
後難	ja	-1.0
後腐れ	ja	-1.0
後味	ja	0.0
御の字	ja	1.0
御機嫌	ja	1.0
御協力	ja	0.0
御言葉	ja	1.0
御指摘	ja	0.0
御指導	ja	0.0
御支援	ja	1.0
御神火	ja	1.0
御難	ja	-1.0
御報	ja	0.0
御免	ja	-1.0
御利益	ja	1.0
御理解	ja	0.0
御了解	ja	0.0
御了承	ja	0.0
悟り	ja	1.0
悟性	ja	1.0
語学力	ja	1.0
語句	ja	0.0
語弊	ja	-1.0
語彙力	ja	1.0
誤り	ja	-1.0
誤解	ja	-1.0
誤記	ja	-1.0
誤差	ja	-1.0
誤算	ja	-1.0
誤字	ja	-1.0
誤字脱字	ja	-1.0
誤植	ja	-1.0
誤信	ja	-1.0
誤審	ja	-1.0
誤断	ja	-1.0
誤認	ja	-1.0
誤爆	ja	-1.0
誤謬	ja	-1.0
誤報	ja	-1.0
誤訳	ja	-1.0
誤用	ja	-1.0
護衛	ja	0.0
護憲	ja	0.0
護持	ja	0.0
護身	ja	0.0
護法	ja	0.0
護摩の灰	ja	-1.0
乞食	ja	-1.0
交じらい	ja	1.0
交じり	ja	0.0
交わり	ja	1.0
交易	ja	0.0
交感	ja	0.0
交歓	ja	0.0
交誼	ja	1.0
交際	ja	0.0
交際費	ja	0.0
交渉	ja	0.0
交情	ja	0.0
交替	ja	0.0
交通安全	ja	1.0
交通規制	ja	0.0
交通混雑	ja	-1.0
交通死亡事故	ja	-1.0
交通事故	ja	-1.0
交通渋滞	ja	-1.0
交通戦争	ja	-1.0
交通費	ja	0.0
交通麻痺	ja	-1.0
交通量	ja	0.0
交付	ja	0.0
交友	ja	1.0
交遊	ja	1.0
交流	ja	1.0
候補者	ja	0.0
光	ja	1.0
光栄	ja	1.0
光化学スモッグ	ja	-1.0
光害	ja	-1.0
光輝	ja	0.0
光景	ja	0.0
光合成	ja	0.0
光信号	ja	0.0
光線	ja	0.0
光沢	ja	1.0
光熱費	ja	-1.0
光明	ja	1.0
光量	ja	1.0
公	ja	0.0
公安	ja	0.0
公益	ja	1.0
公益性	ja	1.0
公害	ja	-1.0
公害問題	ja	-1.0
公刊	ja	0.0
公許	ja	0.0
公共工事	ja	0.0
公共事業	ja	0.0
公共心	ja	1.0
公共性	ja	1.0
公差	ja	0.0
公衆衛生	ja	1.0
公傷	ja	-1.0
公証	ja	0.0
公職追放	ja	0.0
公正	ja	1.0
公正さ	ja	1.0
公徳	ja	1.0
公認	ja	0.0
公認会計士	ja	0.0
公表	ja	0.0
公平	ja	1.0
公平さ	ja	1.0
公平性	ja	1.0
公報	ja	0.0
公明	ja	1.0
公明正大	ja	1.0
功	ja	1.0
功績	ja	1.0
功徳	ja	1.0
効き目	ja	1.0
効果	ja	1.0
効果的	ja	1.0
効験	ja	1.0
効能	ja	1.0
効用	ja	1.0
効率	ja	1.0
効率化	ja	0.0
効率性	ja	1.0
効力	ja	1.0
厚み	ja	0.0
厚意	ja	1.0
厚誼	ja	1.0
厚志	ja	1.0
厚紙	ja	0.0
厚情	ja	1.0
厚生	ja	1.0
厚生年金	ja	1.0
厚底ブーツ	ja	0.0
口げんか	ja	-1.0
口なめずり	ja	0.0
口喧嘩	ja	-1.0
口呼吸	ja	-1.0
口語	ja	0.0
口腔ケア	ja	0.0
口実	ja	0.0
口臭	ja	-1.0
口上	ja	0.0
口中	ja	0.0
口蹄疫	ja	-1.0
口頭	ja	0.0
口頭試問	ja	0.0
口内炎	ja	-1.0
口腹	ja	1.0
口癖	ja	-1.0
口論	ja	-1.0
向こう意気	ja	-1.0
向寒	ja	0.0
向上	ja	1.0
向上心	ja	1.0
向心力	ja	1.0
向性	ja	0.0
向日性	ja	0.0
垢	ja	-1.0
好き	ja	1.0
好き嫌い	ja	-1.0
好き勝手	ja	-1.0
好き放題	ja	-1.0
好み	ja	1.0
好意	ja	1.0
好印象	ja	1.0
好運	ja	1.0
好塩菌	ja	0.0
好学	ja	1.0
好感	ja	1.0
好感度	ja	1.0
好奇	ja	1.0
好奇心	ja	1.0
好機	ja	1.0
好誼	ja	1.0
好況	ja	1.0
好景気	ja	1.0
好結果	ja	1.0
好個	ja	1.0
好事	ja	1.0
好人物	ja	1.0
好成績	ja	1.0
好打	ja	1.0
好対照	ja	0.0
好男子	ja	1.0
好調	ja	1.0
好調さ	ja	1.0
好敵手	ja	1.0
好転	ja	1.0
好都合	ja	1.0
好投	ja	1.0
好評	ja	1.0
好不調	ja	0.0
好捕	ja	1.0
好味	ja	1.0
孔子	ja	0.0
孝行	ja	1.0
孝養	ja	1.0
工具	ja	0.0
工作	ja	0.0
工事	ja	0.0
工事中	ja	0.0
工賃	ja	1.0
工費	ja	0.0
巧み	ja	1.0
巧者	ja	1.0
巧打	ja	1.0
巧妙	ja	1.0
幸	ja	1.0
幸い	ja	1.0
幸せ	ja	1.0
幸せ・仕合わせ	ja	1.0
幸せ感	ja	1.0
幸運	ja	1.0
幸運・好運	ja	1.0
幸甚	ja	1.0
幸不幸	ja	0.0
幸福	ja	1.0
幸福感	ja	1.0
広がり	ja	1.0
広さ	ja	1.0
広め	ja	1.0
広告	ja	0.0
弘法大師	ja	0.0
恒常性	ja	0.0
恒例	ja	0.0
慌ただしさ	ja	-1.0
抗議	ja	-1.0
抗議行動	ja	0.0
抗告	ja	0.0
抗戦	ja	-1.0
抗争	ja	-1.0
抗張力	ja	1.0
抗日	ja	0.0
抗弁	ja	0.0
抗力	ja	0.0
拘縮	ja	0.0
拘束	ja	-1.0
拘束具	ja	0.0
拘泥	ja	-1.0
拘留	ja	-1.0
控えめ	ja	0.0
控え目	ja	1.0
控訴	ja	-1.0
攻め	ja	1.0
攻撃	ja	0.0
攻撃力	ja	1.0
攻守	ja	0.0
攻勢	ja	-1.0
攻防	ja	0.0
攻略	ja	0.0
更新	ja	0.0
更新意欲	ja	1.0
更正	ja	0.0
更生	ja	1.0
更迭	ja	-1.0
更年期	ja	-1.0
更年期障害	ja	-1.0
校長会	ja	0.0
校内	ja	0.0
校風	ja	0.0
構成力	ja	1.0
構想	ja	0.0
構想力	ja	1.0
構造改革	ja	0.0
構築	ja	0.0
江戸幕府	ja	0.0
洪恩	ja	1.0
洪水	ja	-1.0
甲子園出場	ja	0.0
皇国史観	ja	0.0
皇帝	ja	1.0
硬化	ja	0.0
硬式野球	ja	0.0
硬調	ja	0.0
硬直	ja	-1.0
硬派	ja	1.0
稿	ja	-1.0
紅一点	ja	0.0
紅葉狩り	ja	0.0
綱引き	ja	0.0
考え違い	ja	-1.0
考え物	ja	0.0
考え方	ja	0.0
考証	ja	0.0
考慮	ja	0.0
肯定	ja	0.0
航空機事故	ja	-1.0
荒々しさ	ja	-1.0
荒さ	ja	-1.0
荒れ野	ja	-1.0
荒仕事	ja	-1.0
荒神	ja	0.0
荒唐無稽	ja	-1.0
荒波	ja	-1.0
荒廃	ja	-1.0
荒蕪	ja	-1.0
荒野	ja	0.0
行い	ja	0.0
行き過ぎ	ja	-1.0
行き詰まり	ja	-1.0
行き悩み	ja	-1.0
行き来	ja	0.0
行く手	ja	0.0
行刑	ja	-1.0
行進	ja	0.0
行政	ja	0.0
行政サービス	ja	0.0
行政運営	ja	0.0
行動力	ja	1.0
行方不明者	ja	-1.0
行旅病者	ja	-1.0
行路病者	ja	-1.0
講師	ja	1.0
講話	ja	0.0
貢献	ja	1.0
購入意欲	ja	1.0
購入者	ja	0.0
購買意欲	ja	1.0
購買力	ja	1.0
酵素	ja	1.0
鉱物	ja	0.0
降り	ja	0.0
降雨	ja	0.0
降灰	ja	-1.0
降格	ja	-1.0
降雪	ja	0.0
降板	ja	-1.0
香り	ja	1.0
香味	ja	0.0
高め	ja	0.0
高コスト構造	ja	0.0
高域	ja	0.0
高恩	ja	1.0
高恩・洪恩	ja	1.0
高音質	ja	1.0
高価	ja	1.0
高可用性	ja	1.0
高画質	ja	1.0
高機能	ja	1.0
高誼	ja	1.0
高級	ja	1.0
高級感	ja	1.0
高給	ja	1.0
高句麗	ja	0.0
高血圧	ja	-1.0
高血圧症	ja	-1.0
高効率化	ja	1.0
高校生	ja	0.0
高校生活	ja	1.0
高校野球	ja	0.0
高山病	ja	-1.0
高脂血症	ja	-1.0
高笑い	ja	0.0
高信号	ja	1.0
高性能	ja	1.0
高精度	ja	1.0
高声	ja	0.0
高僧	ja	1.0
高速	ja	1.0
高速性	ja	1.0
高値	ja	0.0
高潮	ja	0.0
高低	ja	0.0
高点	ja	1.0
高電圧	ja	0.0
高度	ja	1.0
高度医療	ja	1.0
高度差	ja	0.0
高島屋	ja	0.0
高等	ja	1.0
高騰	ja	-1.0
高得点	ja	1.0
高徳	ja	1.0
高熱	ja	-1.0
高濃度	ja	0.0
高配	ja	0.0
高庇	ja	1.0
高評	ja	1.0
高品質	ja	1.0
高揚	ja	0.0
高率	ja	1.0
高麗	ja	0.0
高齢	ja	0.0
剛	ja	1.0
剛の者	ja	1.0
剛球	ja	1.0
剛球・豪球	ja	1.0
剛強	ja	1.0
剛性	ja	1.0
剛直	ja	1.0
号令	ja	0.0
合わせ技	ja	0.0
合意形成	ja	0.0
合格	ja	1.0
合格者	ja	1.0
合格者数	ja	1.0
合間	ja	0.0
合衆国	ja	0.0
合図	ja	0.0
合成洗剤	ja	0.0
合同練習	ja	0.0
合併症	ja	-1.0
合法性	ja	0.0
合理	ja	1.0
合理化	ja	0.0
合理性	ja	1.0
合理的	ja	1.0
合力	ja	0.0
壕	ja	0.0
拷問	ja	-1.0
豪雨	ja	0.0
豪華	ja	1.0
豪華さ	ja	1.0
豪華キャスト	ja	1.0
豪華賞品	ja	1.0
豪快	ja	1.0
豪球	ja	1.0
豪傑	ja	1.0
豪州	ja	0.0
豪速球	ja	1.0
克己	ja	-1.0
克服	ja	1.0
克明	ja	0.0
刻印	ja	0.0
告白	ja	0.0
告発	ja	-1.0
国つ神	ja	0.0
国運	ja	1.0
国益	ja	1.0
国家主権	ja	-1.0
国外追放	ja	-1.0
国禁	ja	-1.0
国交	ja	1.0
国債	ja	0.0
国際感覚	ja	0.0
国際競争	ja	0.0
国際競争力	ja	1.0
国際協調	ja	0.0
国際交流	ja	1.0
国際人	ja	1.0
国際性	ja	1.0
国際的視野	ja	1.0
国事犯	ja	-1.0
国難	ja	-1.0
国民的議論	ja	0.0
国務	ja	0.0
国力	ja	1.0
酷寒	ja	-1.0
酷刑	ja	-1.0
酷使	ja	-1.0
酷暑	ja	-1.0
酷評	ja	-1.0
黒ずみ	ja	-1.0
黒煙	ja	-1.0
黒字	ja	1.0
黒星	ja	-1.0
黒船	ja	0.0
黒潮	ja	0.0
黒内障	ja	-1.0
黒変	ja	-1.0
黒魔法	ja	0.0
黒幕	ja	-1.0
獄	ja	-1.0
獄中	ja	-1.0
腰骨	ja	0.0
腰痛	ja	-1.0
骨	ja	-1.0
骨髄移植	ja	0.0
骨惜しみ	ja	-1.0
骨折	ja	-1.0
骨粗鬆症	ja	-1.0
骨董	ja	1.0
骨肉の争い	ja	-1.0
今	ja	0.0
今昔の感	ja	0.0
今年	ja	0.0
困却	ja	-1.0
困窮	ja	-1.0
困苦	ja	-1.0
困難	ja	-1.0
困難さ	ja	-1.0
困難性	ja	-1.0
困惑	ja	-1.0
困憊	ja	-1.0
婚約	ja	1.0
恨	ja	-1.0
恨み	ja	-1.0
恨みっこ	ja	-1.0
恨みつらみ	ja	-1.0
恨めしさ	ja	-1.0
恨事	ja	-1.0
懇意	ja	1.0
懇願	ja	-1.0
懇志	ja	1.0
懇情	ja	1.0
懇親	ja	1.0
昏倒	ja	-1.0
昆虫	ja	0.0
昆虫類	ja	0.0
根なし	ja	-1.0
根気	ja	1.0
根拠	ja	1.0
根強さ	ja	1.0
根性	ja	1.0
根腐れ	ja	-1.0
根本原因	ja	-1.0
混じり	ja	1.0
混じり気	ja	-1.0
混雑	ja	-1.0
混色	ja	0.0
混信	ja	-1.0
混戦	ja	-1.0
混濁	ja	-1.0
混同	ja	0.0
混沌	ja	-1.0
混入	ja	-1.0
混乱	ja	-1.0
痕跡	ja	0.0
魂	ja	1.0
魂胆	ja	0.0
魂魄	ja	0.0
些事	ja	-1.0
左うちわ	ja	1.0
左四つ	ja	0.0
左打ち	ja	0.0
左投げ	ja	0.0
左利き	ja	-1.0
差	ja	-1.0
差し押さえ	ja	0.0
差し込み	ja	-1.0
差し支え	ja	-1.0
差し手	ja	0.0
差し障り	ja	-1.0
差し替え	ja	0.0
差し入れ	ja	0.0
差し戻し	ja	-1.0
差異	ja	0.0
差違	ja	0.0
差押	ja	-1.0
差押え	ja	0.0
差別	ja	-1.0
差別意識	ja	-1.0
査証	ja	0.0
砂	ja	0.0
砂金	ja	1.0
砂利	ja	0.0
砂埃	ja	0.0
詐欺	ja	-1.0
鎖国	ja	-1.0
坐骨神経痛	ja	-1.0
座礁	ja	-1.0
座頭市	ja	0.0
挫折	ja	-1.0
挫折感	ja	-1.0
債券	ja	-1.0
債権	ja	-1.0
債権回収	ja	0.0
債権放棄	ja	-1.0
債務	ja	-1.0
債務超過	ja	-1.0
催し物	ja	0.0
再インストール	ja	0.0
再会	ja	0.0
再開	ja	0.0
再刊	ja	0.0
再起	ja	1.0
再興	ja	1.0
再建	ja	0.0
再検証	ja	0.0
再現	ja	0.0
再現性	ja	1.0
再交付	ja	0.0
再出発	ja	0.0
再生	ja	1.0
再生能力	ja	1.0
再生不良性貧血	ja	-1.0
再戦	ja	0.0
再選	ja	1.0
再提出	ja	0.0
再登場	ja	0.0
再燃	ja	1.0
再発	ja	-1.0
再発防止	ja	0.0
再発率	ja	-1.0
再犯	ja	-1.0
再利用	ja	0.0
最愛	ja	1.0
最悪	ja	-1.0
最期	ja	-1.0
最強	ja	1.0
最高	ja	1.0
最高記録	ja	1.0
最高得点	ja	1.0
最終需要	ja	0.0
最終調整	ja	0.0
最小化	ja	0.0
最小限	ja	-1.0
最新	ja	1.0
最新情報	ja	0.0
最盛	ja	1.0
最善	ja	1.0
最大限	ja	1.0
最低	ja	-1.0
最適	ja	1.0
最適化	ja	1.0
最良	ja	1.0
彩り	ja	1.0
彩色	ja	0.0
才	ja	1.0
才気	ja	1.0
才子	ja	1.0
才俊	ja	1.0
才女	ja	1.0
才色兼備	ja	1.0
才人	ja	1.0
才知	ja	1.0
才能	ja	1.0
才媛	ja	1.0
才物	ja	1.0
才力	ja	1.0
採血	ja	0.0
採光	ja	0.0
採用	ja	1.0
採用数	ja	1.0
採用枠	ja	1.0
歳月	ja	0.0
済度	ja	1.0
災	ja	-1.0
災い	ja	-1.0
災禍	ja	-1.0
災害	ja	-1.0
災難	ja	-1.0
災厄	ja	-1.0
祭神	ja	0.0
祭日	ja	1.0
細やか	ja	1.0
細菌	ja	-1.0
細菌感染	ja	-1.0
細菌類	ja	0.0
細工	ja	0.0
細事	ja	-1.0
細身	ja	1.0
菜食	ja	0.0
裁可	ja	0.0
裁許	ja	0.0
裁定	ja	0.0
際限	ja	0.0
在庫	ja	0.0
在庫切れ	ja	-1.0
在宅医療	ja	1.0
在日	ja	0.0
罪	ja	-1.0
罪悪	ja	-1.0
罪悪感	ja	-1.0
罪科	ja	-1.0
罪過	ja	-1.0
罪業	ja	-1.0
罪障	ja	-1.0
罪状	ja	-1.0
罪深さ	ja	-1.0
財源	ja	1.0
財産刑	ja	-1.0
財産権	ja	0.0
